,title,location,highest_speaker_count,country,city,specific_location,date,stanza,textblob,vader,subjectivity,Topic,geo_location,point,latitude,longitude,Coordinates,geometry,weighted
146,Military_Strategy_Review,"The Pentagon, Washington D.C.",0,United States of America,Washington D.C.,The Pentagon,2012-01-05,0.08,0.142,0.999,0.454,Topic 9,,,,,"(nan, nan)",POINT (nan nan),0.453546
147,Aviation_Security,unknown_location,0,United States of America,Washington D.C.,White House,2010-01-07,-0.163,0.098,0.999,0.439,Topic 10,"unknown, Gachoire Kiawambe, Nyanduma Sub  Location, Nyanduma Location, Nyanduma Ward, Kiambu, Central Kenya, Kenya","(-0.9999454, 36.7416612, 0.0)",-0.9999454,36.7416612,"(36.7416612, -0.9999454)",POINT (36.7416612 -0.9999454),0.438561
148,Miami_Dade_College_Commencement,James L. Knight International Center,1,United States of America,Miami,James L. Knight International Center,2011-04-29,-0.053,0.161,1.0,0.501,Topic 15,,,,,"(nan, nan)",POINT (nan nan),0.501
149,General_McChrystal_Afghanistan,unknown_location,0,United States of America,Washington D.C.,White House,2010-06-23,0.057,0.101,0.999,0.503,Topic 9,"unknown, Gachoire Kiawambe, Nyanduma Sub  Location, Nyanduma Location, Nyanduma Ward, Kiambu, Central Kenya, Kenya","(-0.9999454, 36.7416612, 0.0)",-0.9999454,36.7416612,"(36.7416612, -0.9999454)",POINT (36.7416612 -0.9999454),0.502497
150,Senate_Floor_Coretta_King,Washington D.C.,0,United States of America,Washington D.C.,no_specific_location,2006-01-31,0.038,0.221,0.997,0.451,Topic 1,"Washington, District of Columbia, United States","(38.8950368, -77.0365427, 0.0)",38.8950368,-77.0365427,"(-77.0365427, 38.8950368)",POINT (-77.0365427 38.8950368),0.449647
151,NCTC_2015,"McLean, Virginia",0,United States of America,McLean,no_specific_location,2015-12-17,0.011,0.199,0.999,0.43,Topic 10,"McLean, Fairfax County, Virginia, United States","(38.9318369, -77.1671337963356, 0.0)",38.9318369,-77.1671337963356,"(-77.1671337963356, 38.9318369)",POINT (-77.16713379633561 38.9318369),0.42957
152,New_Foundation_Georgetown,"Georgetown University, Washington D.C.",0,United States of America,Washington D.C.,Georgetown University,2009-04-14,-0.298,0.09,1.0,0.43,Topic 19,"Georgetown University, 3700, O Street Northwest, Peter Square, Georgetown, Washington, District of Columbia, 20057, United States","(38.90893925, -77.07457962060826, 0.0)",38.90893925,-77.07457962060826,"(-77.07457962060826, 38.90893925)",POINT (-77.07457962060826 38.90893925),0.43
153,Kalamazoo_HS_Commencement,unknown_location,2,United States of America,Pensacola,Pensacola Military Station,2010-06-07,0.014,0.221,1.0,0.52,Topic 15,"unknown, Gachoire Kiawambe, Nyanduma Sub  Location, Nyanduma Location, Nyanduma Ward, Kiambu, Central Kenya, Kenya","(-0.9999454, 36.7416612, 0.0)",-0.9999454,36.7416612,"(36.7416612, -0.9999454)",POINT (36.7416612 -0.9999454),0.52
154,Debt_Compromise_Remarks,"White House, Washington D.C.",0,United States of America,Washington D.C.,White House,2011-08-02,-0.292,0.182,0.991,0.457,Topic 2,"White House, 1600, Pennsylvania Avenue Northwest, Washington, District of Columbia, 20500, United States","(38.897699700000004, -77.03655315, 0.0)",38.8976997,-77.03655315,"(-77.03655315, 38.8976997)",POINT (-77.03655315 38.8976997),0.45288700000000004
155,British_Parliament,"Westminster Hall, London",0,England,London,Westminster Hall,2011-05-25,-0.143,0.117,1.0,0.476,Topic 8,"Westminster Hall, Westminster, Millbank, London, City of Westminster, Greater London, England, SW1A 2PW, United Kingdom","(51.4995549, -0.1254826, 0.0)",51.4995549,-0.1254826,"(-0.1254826, 51.4995549)",POINT (-0.1254826 51.4995549),0.476
156,SSG_Bryan_Pitts_MOH,unknown_location,0,United States of America,Washington D.C.,White House,2014-07-21,-0.053,0.128,1.0,0.467,Topic 21,"unknown, Gachoire Kiawambe, Nyanduma Sub  Location, Nyanduma Location, Nyanduma Ward, Kiambu, Central Kenya, Kenya","(-0.9999454, 36.7416612, 0.0)",-0.9999454,36.7416612,"(36.7416612, -0.9999454)",POINT (36.7416612 -0.9999454),0.467
157,Barnard_College_Commencement,"New York, New York",1,United States of America,New York,no_specific_location,2012-05-14,-0.126,0.162,1.0,0.495,Topic 15,"City of New York, New York, United States","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152,"(-74.0060152, 40.7127281)",POINT (-74.00601519999999 40.7127281),0.495
158,State_of_the_Union_2014,unknown_location,0,United States of America,Washington D.C.,no_specific_location,2014-01-28,-0.17,0.164,1.0,0.431,Topic 15,"unknown, Gachoire Kiawambe, Nyanduma Sub  Location, Nyanduma Location, Nyanduma Ward, Kiambu, Central Kenya, Kenya","(-0.9999454, 36.7416612, 0.0)",-0.9999454,36.7416612,"(36.7416612, -0.9999454)",POINT (36.7416612 -0.9999454),0.431
159,Repeal_Oil_and_Gas_Subsidies,"White House, Washington D.C.",0,United States of America,Washington D.C.,White House,2012-03-29,-0.068,0.155,0.999,0.452,Topic 6,"White House, 1600, Pennsylvania Avenue Northwest, Washington, District of Columbia, 20500, United States","(38.897699700000004, -77.03655315, 0.0)",38.8976997,-77.03655315,"(-77.03655315, 38.8976997)",POINT (-77.03655315 38.8976997),0.451548
160,US_Military_Academy_Commencement_2014,"West Point, New York",0,United States of America,West Point,no_specific_location,2014-05-28,-0.164,0.081,0.999,0.409,Topic 9,"West Point, Rampasture, Suffolk County, New York, 11946, United States","(40.8512481, -72.5359869, 0.0)",40.8512481,-72.5359869,"(-72.5359869, 40.8512481)",POINT (-72.5359869 40.8512481),0.408591
161,Prayer_Breakfast_2011,Washington D.C.,0,United States of America,Washington D.C.,no_specific_location,2011-02-03,-0.042,0.146,1.0,0.472,Topic 21,"Washington, District of Columbia, United States","(38.8950368, -77.0365427, 0.0)",38.8950368,-77.0365427,"(-77.0365427, 38.8950368)",POINT (-77.0365427 38.8950368),0.472
162,Affordable_Care_Act_Logistical_Challenges,"White House, Washington D.C.",0,United States of America,Washington D.C.,White House,2013-10-21,-0.117,0.189,1.0,0.472,Topic 5,"White House, 1600, Pennsylvania Avenue Northwest, Washington, District of Columbia, 20500, United States","(38.897699700000004, -77.03655315, 0.0)",38.8976997,-77.03655315,"(-77.03655315, 38.8976997)",POINT (-77.03655315 38.8976997),0.472
163,West_Point_Commencement_2010,"Michie Stadium, West Point, New York",0,United States of America,West Point,Michie Stadium,2010-05-22,0.005,0.141,1.0,0.443,Topic 9,,,,,"(nan, nan)",POINT (nan nan),0.443
164,US_Air_Force_Commencement_Speech,"United States Air Force Academy, Colorado Springs, Colorado",0,United States of America,Colorado Springs,United States Air Force Academy,2016-06-02,0.011,0.144,1.0,0.443,Topic 9,"Air Force Academy, Colorado Springs, El Paso County, Colorado, 80840, United States","(38.991238100000004, -104.85883459940119, 0.0)",38.9912381,-104.8588345994012,"(-104.8588345994012, 38.9912381)",POINT (-104.8588345994012 38.9912381),0.443
165,Paris_Climate_Agreement,"White House, Washington D.C.",0,United States of America,Washington D.C.,White House,2015-12-12,0.018,0.192,1.0,0.466,Topic 6,"White House, 1600, Pennsylvania Avenue Northwest, Washington, District of Columbia, 20500, United States","(38.897699700000004, -77.03655315, 0.0)",38.8976997,-77.03655315,"(-77.03655315, 38.8976997)",POINT (-77.03655315 38.8976997),0.466
166,Tribal_Nations_Conference,"Department of Interior, Washington D.C.",0,United States of America,Washington D.C.,Department of Interior,2011-12-02,0.052,0.151,1.0,0.467,Topic 23,"Main Interior Building, 1849, C Street Northwest, Washington, District of Columbia, 20006, United States","(38.89445405, -77.04260729303007, 0.0)",38.89445405,-77.04260729303007,"(-77.04260729303007, 38.89445405)",POINT (-77.04260729303007 38.89445405),0.467
167,Shinzo_Abe_Presser_Japan,"Shima City, Japan",2,Japan,Shima City,no_specific_location,2016-05-25,-0.132,0.099,1.0,0.429,Topic 16,"しま, 深野南寺方大阪線, 千林二丁目, 旭区, 大阪市, 大阪府, 〒535-0012, 日本","(34.7246431, 135.5542138, 0.0)",34.7246431,135.5542138,"(135.5542138, 34.7246431)",POINT (135.5542138 34.7246431),0.429
168,Antonin_Scalia_Passing,"Rancho Mirage, California",0,United States of America,Rancho Mirage,no_specific_location,2016-02-13,0.087,0.333,0.998,0.576,Topic 11,"Rancho Mirage, Riverside County, California, United States","(33.770859, -116.42687402345575, 0.0)",33.770859,-116.42687402345577,"(-116.42687402345577, 33.770859)",POINT (-116.4268740234558 33.770859),0.5748479999999999
169,Carnegie_Robotics_Center,"Carnegie Mellon University, Pittsburgh, Pennsylvania",0,United States of America,Pittsburgh,Carnegie Mellon University,2011-06-24,0.123,0.229,1.0,0.458,Topic 25,"Carnegie Mellon University, Hamerschlag Drive, Squirrel Hill North, Pittsburgh, Allegheny County, Pennsylvania, 15213-3704, United States","(40.444189699999995, -79.94271918393466, 0.0)",40.4441897,-79.94271918393466,"(-79.94271918393466, 40.4441897)",POINT (-79.94271918393466 40.4441897),0.458
170,NCCIC,"Arlington, Virginia",0,United States of America,Arlington,no_specific_location,2015-01-13,-0.128,0.153,1.0,0.407,Topic 25,"Arlington, Arlington County, Virginia, 22209, United States","(38.8903961, -77.0841585, 0.0)",38.8903961,-77.0841585,"(-77.0841585, 38.8903961)",POINT (-77.0841585 38.8903961),0.407
171,Mayors_Conference_2015,"Hilton San Francisco Union Square, California",1,United States of America,Chicago,McCormick Place,2015-06-19,-0.06,0.162,1.0,0.476,Topic 7,"Hilton San Francisco Union Square, 333, O'Farrell Street, Tenderloin, San Francisco, California, 94102, United States","(37.785734250000004, -122.41043691372735, 0.0)",37.78573425,-122.41043691372737,"(-122.41043691372737, 37.78573425)",POINT (-122.4104369137274 37.78573425),0.476
172,ISIL_Briefing_June_2016,"Treasury Department, Washington D.C.",0,United States of America,Washington D.C.,Treasury Department,2016-06-14,-0.203,0.118,-1.0,0.466,Topic 4,"United States Department of the Treasury, 1500, Pennsylvania Avenue Northwest, Washington, District of Columbia, 20006, United States","(38.89760605, -77.03435185976429, 0.0)",38.89760605,-77.03435185976429,"(-77.03435185976429, 38.89760605)",POINT (-77.03435185976429 38.89760605),-0.466
173,Libya_Nation_Speech,"National Defense University, Washington D.C.",0,United States of America,Washington D.C.,National Defense University,2011-03-28,-0.209,0.107,1.0,0.436,Topic 14,"National Defense University, 4th Avenue, Washington, District of Columbia, 20319, United States","(38.863851249999996, -77.0157337847445, 0.0)",38.86385125,-77.0157337847445,"(-77.0157337847445, 38.86385125)",POINT (-77.0157337847445 38.86385125),0.436
174,Naturalization_National_Archives,Washington D.C.,0,United States of America,Washington D.C.,no_specific_location,2015-12-15,-0.042,0.163,1.0,0.49,Topic 18,"Washington, District of Columbia, United States","(38.8950368, -77.0365427, 0.0)",38.8950368,-77.0365427,"(-77.0365427, 38.8950368)",POINT (-77.0365427 38.8950368),0.49
175,European_Youth,"Palais des Beaux Arts, Brussels, Belgium",0,Belgium,Brussels,Palais des Beaux Arts,2014-03-26,-0.114,0.13,1.0,0.471,Topic 17,"Bozar, 23, Rue Ravenstein - Ravensteinstraat, Quartier Royal - Koninklijke Wijk, Pentagone - Vijfhoek, Bruxelles - Brussel, Ville de Bruxelles - Stad Brussel, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1000, België / Belgique / Belgien","(50.84371815, 4.359790395373073, 0.0)",50.84371815,4.359790395373073,"(4.359790395373073, 50.84371815)",POINT (4.359790395373073 50.84371815),0.471
176,Regina_Benjamin_Nomination,unknown_location,1,United States of America,Washington D.C.,White House,2009-07-13,-0.232,0.112,0.998,0.387,Topic 5,"unknown, Gachoire Kiawambe, Nyanduma Sub  Location, Nyanduma Location, Nyanduma Ward, Kiambu, Central Kenya, Kenya","(-0.9999454, 36.7416612, 0.0)",-0.9999454,36.7416612,"(36.7416612, -0.9999454)",POINT (36.7416612 -0.9999454),0.386226
177,Second_Presidential_Election_Victory_Speech,"McCormick Place Chicago, Illinois",0,United States of America,Joplin,Missouri Southern University,2012-11-07,-0.074,0.177,1.0,0.473,Topic 23,"McCormick Place, McCormick Place Busway, Near South Side, Chicago, Cook County, Illinois, IL, United States","(41.8515481, -87.6164334, 0.0)",41.8515481,-87.6164334,"(-87.6164334, 41.8515481)",POINT (-87.61643340000001 41.8515481),0.473
178,CIA_Intelligence_Community,"Langley, Virginia",0,United States of America,Langley,no_specific_location,2011-05-20,0.068,0.195,1.0,0.465,Topic 10,"Langley, Fairfax County, Virginia, 22101, United States","(38.9464996, -77.1588685, 0.0)",38.9464996,-77.1588685,"(-77.1588685, 38.9464996)",POINT (-77.1588685 38.9464996),0.465
179,Executive_Order_13681_Signing,"Consumer Financial Protection Bureau, Washington D.C.",3,United States of America,Washington D.C.,Consumer Financial Protection Bureau,2014-10-17,-0.049,0.176,0.999,0.47,Topic 25,"Consumer Financial Protection Bureau, G Street Northwest, Golden Triangle, Washington, District of Columbia, 20552, United States","(38.8981685, -77.0399012, 0.0)",38.8981685,-77.0399012,"(-77.0399012, 38.8981685)",POINT (-77.0399012 38.8981685),0.46952999999999995
180,Orlando_Shootings_Statement,"White House, Washington D.C.",0,United States of America,Washington D.C.,White House,2016-06-12,-0.06,0.05,0.312,0.57,Topic 10,"White House, 1600, Pennsylvania Avenue Northwest, Washington, District of Columbia, 20500, United States","(38.897699700000004, -77.03655315, 0.0)",38.8976997,-77.03655315,"(-77.03655315, 38.8976997)",POINT (-77.03655315 38.8976997),0.17784
181,NASA_21st_Century,"JFK Space Center, Merritt Island, Florida",0,United States of America,Merritt Island,JFK Space Center,2010-04-15,0.023,0.114,1.0,0.441,Topic 25,,,,,"(nan, nan)",POINT (nan nan),0.441
182,Orlando_Community,"Phillips Center for the Performing Arts, Orlando, Florida",0,United States of America,Orlando,Phillips Center for the Performing Arts,2016-07-16,-0.03,0.178,-0.919,0.538,Topic 21,,,,,"(nan, nan)",POINT (nan nan),-0.49442200000000003
183,Iowa_Caucus_Victory_Speech,"Des Moines, Iowa",0,United States of America,Des Moines,no_specific_location,2008-01-03,-0.189,0.087,0.998,0.481,Topic 23,"Des Moines, Polk County, Iowa, 50319, United States","(41.5910323, -93.6046655, 0.0)",41.5910323,-93.6046655,"(-93.6046655, 41.5910323)",POINT (-93.6046655 41.5910323),0.48003799999999996
184,Barack_Obama_-_ISIL_Update_02-25-16,unknown_location,0,United States of America,Washington D.C.,no_specific_location,2016-02-25,-0.188,0.076,-0.999,0.429,Topic 4,"unknown, Gachoire Kiawambe, Nyanduma Sub  Location, Nyanduma Location, Nyanduma Ward, Kiambu, Central Kenya, Kenya","(-0.9999454, 36.7416612, 0.0)",-0.9999454,36.7416612,"(36.7416612, -0.9999454)",POINT (36.7416612 -0.9999454),-0.428571
185,Ted_Kennedy_Eulogy,"Our Lady of Perpetual Help Basilica, Boston",0,United States of America,Boston,Our Lady of Perpetual Help Basilica,2009-08-29,0.065,0.22,1.0,0.491,Topic 21,,,,,"(nan, nan)",POINT (nan nan),0.491
186,Guantanamo_Bay_Closing,"White House, Washington D.C.",0,United States of America,Washington D.C.,White House,2016-02-23,-0.174,0.126,0.999,0.432,Topic 10,"White House, 1600, Pennsylvania Avenue Northwest, Washington, District of Columbia, 20500, United States","(38.897699700000004, -77.03655315, 0.0)",38.8976997,-77.03655315,"(-77.03655315, 38.8976997)",POINT (-77.03655315 38.8976997),0.431568
187,PM_Netanyahu_Speech,"White House, Washington D.C.",1,United States of America,Washington D.C.,White House,2015-03-03,-0.194,0.153,0.995,0.497,Topic 3,"White House, 1600, Pennsylvania Avenue Northwest, Washington, District of Columbia, 20500, United States","(38.897699700000004, -77.03655315, 0.0)",38.8976997,-77.03655315,"(-77.03655315, 38.8976997)",POINT (-77.03655315 38.8976997),0.494515
188,Ferguson_and_Northern_Iraq,"Edgartown, Massachusetts",0,United States of America,Edgartown,no_specific_location,2014-08-14,0.0,0.124,0.999,0.422,Topic 4,"Edgartown, Dukes County, Massachusetts, 02539, United States","(41.3890052, -70.5133599, 0.0)",41.3890052,-70.5133599,"(-70.5133599, 41.3890052)",POINT (-70.5133599 41.3890052),0.421578
189,Libya_Violence_Must_Stop,unknown_location,0,United States of America,Washington D.C.,White House,2011-02-23,-0.111,0.14,0.994,0.327,Topic 14,"unknown, Gachoire Kiawambe, Nyanduma Sub  Location, Nyanduma Location, Nyanduma Ward, Kiambu, Central Kenya, Kenya","(-0.9999454, 36.7416612, 0.0)",-0.9999454,36.7416612,"(36.7416612, -0.9999454)",POINT (36.7416612 -0.9999454),0.325038
190,Announces_Commerce_Secretary_Designate,"Chicago, Illinois",0,United States of America,Chicago,no_specific_location,2008-12-03,0.061,0.144,0.998,0.406,Topic 19,"Chicago, Cook County, Illinois, United States","(41.8755616, -87.6244212, 0.0)",41.8755616,-87.6244212,"(-87.6244212, 41.8755616)",POINT (-87.6244212 41.8755616),0.40518800000000005
191,United_Nations_General_Assembly_2014,"New York, New York",0,United States of America,New York,no_specific_location,2014-09-24,-0.216,0.082,-0.992,0.469,Topic 22,"City of New York, New York, United States","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152,"(-74.0060152, 40.7127281)",POINT (-74.00601519999999 40.7127281),-0.465248
192,Recovery_and_Reinvestment_Act_2016,"Jacksonville, Florida",0,United States of America,Jacksonville,no_specific_location,2016-02-26,-0.075,0.194,1.0,0.474,Topic 6,"Jacksonville, Duval County, Florida, United States","(30.3321838, -81.655651, 0.0)",30.3321838,-81.655651,"(-81.655651, 30.3321838)",POINT (-81.65565100000001 30.3321838),0.474
193,Presser_XMas_Terrorist_Attempt,"White House, Washington D.C.",0,United States of America,Washington D.C.,White House,2010-01-05,-0.164,0.056,0.992,0.417,Topic 10,"White House, 1600, Pennsylvania Avenue Northwest, Washington, District of Columbia, 20500, United States","(38.897699700000004, -77.03655315, 0.0)",38.8976997,-77.03655315,"(-77.03655315, 38.8976997)",POINT (-77.03655315 38.8976997),0.413664
194,State_of_the_Union_2012,Washington D.C.,0,United States of America,Washington D.C.,no_specific_location,2012-01-24,-0.234,0.125,1.0,0.409,Topic 2,"Washington, District of Columbia, United States","(38.8950368, -77.0365427, 0.0)",38.8950368,-77.0365427,"(-77.0365427, 38.8950368)",POINT (-77.0365427 38.8950368),0.409
195,On_Counterterrorism_Approach_2016,"MacDill Air Force Base, Tampa, Florida",0,United States of America,Tampa,MacDill Air Force Base,2016-12-06,-0.232,0.086,-1.0,0.43,Topic 4,"MacDill Air Force Base, North Boundary Boulevard, Tampa, Hillsborough County, Florida, 33616, United States","(27.84364085, -82.50287224965905, 0.0)",27.84364085,-82.50287224965905,"(-82.50287224965905, 27.84364085)",POINT (-82.50287224965905 27.84364085),-0.43
196,Farewell_to_Staff_and_Supporters,"Prince George County, Maryland",1,United States of America,Prince George County,no_specific_location,2017-01-20,-0.176,0.182,0.999,0.485,Topic 23,"University of Maryland, College Park, Adelphi Road, Acredale, College Park, Prince George's County, Maryland, 20742, United States","(38.99203005, -76.94610290199051, 0.0)",38.99203005,-76.94610290199051,"(-76.94610290199051, 38.99203005)",POINT (-76.94610290199051 38.99203005),0.484515
197,Indonesia_University,"Jakarta, Indonesia",0,Indonesia,Jakarta,no_specific_location,2010-11-10,0.053,0.189,1.0,0.448,Topic 22,"Daerah Khusus Ibukota Jakarta, Indonesia","(-6.1753942, 106.827183, 0.0)",-6.1753942,106.827183,"(106.827183, -6.1753942)",POINT (106.827183 -6.1753942),0.448
198,Daniel_Inouye_Eulogy,"National Cathedral, Washington D.C.",0,United States of America,Washington D.C.,National Cathedral,2012-12-21,0.125,0.242,1.0,0.498,Topic 23,"Washington National Cathedral, 3101, Wisconsin Avenue Northwest, Washington, District of Columbia, 20007, United States","(38.93065095, -77.07059515120122, 0.0)",38.93065095,-77.07059515120122,"(-77.07059515120122, 38.93065095)",POINT (-77.07059515120122 38.93065095),0.498
199,Iran_Accord_Statement,unknown_location,0,United States of America,Washington D.C.,White House,2013-11-23,-0.122,0.158,0.999,0.475,Topic 3,"unknown, Gachoire Kiawambe, Nyanduma Sub  Location, Nyanduma Location, Nyanduma Ward, Kiambu, Central Kenya, Kenya","(-0.9999454, 36.7416612, 0.0)",-0.9999454,36.7416612,"(36.7416612, -0.9999454)",POINT (36.7416612 -0.9999454),0.474525
200,Holy_Cross_Interfaith_Prayer_Service,"Boston, Massachusetts",0,United States of America,Boston,no_specific_location,2013-04-18,0.067,0.184,1.0,0.494,Topic 21,"Boston, Suffolk County, Massachusetts, 02102, United States","(42.3602534, -71.0582912, 0.0)",42.3602534,-71.0582912,"(-71.0582912, 42.3602534)",POINT (-71.0582912 42.3602534),0.494
201,Economic_Crisis_and_Executive_Compensation_Salary_Cap,"White House, Washington D.C.",0,United States of America,Washington D.C.,White House,2009-02-04,-0.226,0.122,0.95,0.409,Topic 19,"White House, 1600, Pennsylvania Avenue Northwest, Washington, District of Columbia, 20500, United States","(38.897699700000004, -77.03655315, 0.0)",38.8976997,-77.03655315,"(-77.03655315, 38.8976997)",POINT (-77.03655315 38.8976997),0.38854999999999995
202,Iraq_War_Veteran_Gala_Toast,unknown_location,0,United States of America,Washington D.C.,no_specific_location,2012-02-29,0.129,0.261,1.0,0.531,Topic 9,"unknown, Gachoire Kiawambe, Nyanduma Sub  Location, Nyanduma Location, Nyanduma Ward, Kiambu, Central Kenya, Kenya","(-0.9999454, 36.7416612, 0.0)",-0.9999454,36.7416612,"(36.7416612, -0.9999454)",POINT (36.7416612 -0.9999454),0.531
203,Shimon_Peres_Medal_of_Freedom,"White House, Washington D.C.",1,United States of America,Washington D.C.,White House,2012-06-13,0.051,0.179,1.0,0.466,Topic 12,"White House, 1600, Pennsylvania Avenue Northwest, Washington, District of Columbia, 20500, United States","(38.897699700000004, -77.03655315, 0.0)",38.8976997,-77.03655315,"(-77.03655315, 38.8976997)",POINT (-77.03655315 38.8976997),0.466
204,Hillary_Clinton_Endorsement,unknown_location,0,United States of America,Washington D.C.,no_specific_location,2016-06-09,0.129,0.358,0.999,0.506,Topic 23,"unknown, Gachoire Kiawambe, Nyanduma Sub  Location, Nyanduma Location, Nyanduma Ward, Kiambu, Central Kenya, Kenya","(-0.9999454, 36.7416612, 0.0)",-0.9999454,36.7416612,"(36.7416612, -0.9999454)",POINT (36.7416612 -0.9999454),0.505494
205,United_Nations_on_Palestinian_Statehood,"New York, New York",0,United States of America,New York,no_specific_location,2011-09-21,-0.102,0.105,1.0,0.422,Topic 12,"City of New York, New York, United States","(40.7127281, -74.0060152, 0.0)",40.7127281,-74.0060152,"(-74.0060152, 40.7127281)",POINT (-74.00601519999999 40.7127281),0.422
206,First_Meeting_with_President_Elect_Donald_Trump,"White House, Washington D.C.",2,United States of America,Washington D.C.,White House,2016-11-10,0.31,0.365,0.998,0.496,Topic 23,"White House, 1600, Pennsylvania Avenue Northwest, Washington, District of Columbia, 20500, United States","(38.897699700000004, -77.03655315, 0.0)",38.8976997,-77.03655315,"(-77.03655315, 38.8976997)",POINT (-77.03655315 38.8976997),0.495008
207,Hradany_Square_Prague,Czech Republic,0,Czech Republic,Prague,Hradany Square,2009-04-05,-0.109,0.102,0.999,0.447,Topic 3,Česko,"(49.8167003, 15.4749544, 0.0)",49.8167003,15.4749544,"(15.4749544, 49.8167003)",POINT (15.4749544 49.8167003),0.44655300000000003
208,Barack_Obama_-_Dodd-Frank_Signing,"Ronald Reagan Building, Washington D.C.",0,United States of America,Washington D.C.,Ronald Reagan Building,2010-07-21,-0.356,0.094,0.995,0.44,Topic 19,,,,,"(nan, nan)",POINT (nan nan),0.4378
209,Prayer_Breakfast_2015,unknown_location,0,United States of America,Washington D.C.,no_specific_location,2015-02-05,0.036,0.208,1.0,0.54,Topic 21,"unknown, Gachoire Kiawambe, Nyanduma Sub  Location, Nyanduma Location, Nyanduma Ward, Kiambu, Central Kenya, Kenya","(-0.9999454, 36.7416612, 0.0)",-0.9999454,36.7416612,"(36.7416612, -0.9999454)",POINT (36.7416612 -0.9999454),0.54
210,New_Economic_Team,"Chicago, Illinois",0,United States of America,Chicago,no_specific_location,2008-11-24,0.074,0.169,0.999,0.354,Topic 19,"Chicago, Cook County, Illinois, United States","(41.8755616, -87.6244212, 0.0)",41.8755616,-87.6244212,"(-87.6244212, 41.8755616)",POINT (-87.6244212 41.8755616),0.35364599999999996
211,Immigration_Senate_Call,unknown_location,0,United States of America,Washington D.C.,no_specific_location,2013-06-11,-0.118,0.147,1.0,0.489,Topic 18,"unknown, Gachoire Kiawambe, Nyanduma Sub  Location, Nyanduma Location, Nyanduma Ward, Kiambu, Central Kenya, Kenya","(-0.9999454, 36.7416612, 0.0)",-0.9999454,36.7416612,"(36.7416612, -0.9999454)",POINT (36.7416612 -0.9999454),0.489
212,Health_Care_Law_Signing,Washington D.C.,2,United States of America,Washington D.C.,no_specific_location,2010-03-23,-0.078,0.136,0.999,0.54,Topic 5,"Washington, District of Columbia, United States","(38.8950368, -77.0365427, 0.0)",38.8950368,-77.0365427,"(-77.0365427, 38.8950368)",POINT (-77.0365427 38.8950368),0.53946
213,Senate_Floor_Speech_on_the_Patriot_Act,unknown_location,0,United States of America,Washington D.C.,Senate,2005-12-15,-0.28,0.085,0.938,0.474,Topic 11,"unknown, Gachoire Kiawambe, Nyanduma Sub  Location, Nyanduma Location, Nyanduma Ward, Kiambu, Central Kenya, Kenya","(-0.9999454, 36.7416612, 0.0)",-0.9999454,36.7416612,"(36.7416612, -0.9999454)",POINT (36.7416612 -0.9999454),0.44461199999999995
214,Barack_Obama_-_13th_Amendment_150-Year_Anniversary,"U.S. Capitol, Washington D.C.",0,United States of America,Washington D.C.,U.S. Capitol,2015-12-09,-0.213,0.1,0.999,0.451,Topic 1,"U.S. Capitol, East Front Plaza, Washington, District of Columbia, 20534, United States","(38.8906766, -77.008299, 0.0)",38.8906766,-77.008299,"(-77.008299, 38.8906766)",POINT (-77.00829899999999 38.8906766),0.45054900000000003
215,Democrat_Caucus_Health_Care,unknown_location,0,United States of America,Washington D.C.,Congress,2010-03-20,-0.193,0.163,1.0,0.528,Topic 5,"unknown, Gachoire Kiawambe, Nyanduma Sub  Location, Nyanduma Location, Nyanduma Ward, Kiambu, Central Kenya, Kenya","(-0.9999454, 36.7416612, 0.0)",-0.9999454,36.7416612,"(36.7416612, -0.9999454)",POINT (36.7416612 -0.9999454),0.528
216,AIPAC_2012,unknown_location,0,United States of America,Washington D.C.,no_specific_location,2012-03-04,-0.16,0.128,1.0,0.451,Topic 12,"unknown, Gachoire Kiawambe, Nyanduma Sub  Location, Nyanduma Location, Nyanduma Ward, Kiambu, Central Kenya, Kenya","(-0.9999454, 36.7416612, 0.0)",-0.9999454,36.7416612,"(36.7416612, -0.9999454)",POINT (36.7416612 -0.9999454),0.451
217,Speech_to_the_Vietnam_People,"National Convention Center, Hanoi, Vietnam",0,Vietnam,Hanoi,National Convention Center,2016-05-24,0.032,0.206,1.0,0.42,Topic 16,"Trung tâm Hội nghị Quốc gia Việt Nam, Đường số 1, Trung tâm Hội nghị Quốc gia Việt Nam, Phường Mễ Trì, Quận Nam Từ Liêm, Thành phố Hà Nội, 0000000, Việt Nam","(21.00636225, 105.78709927095413, 0.0)",21.00636225,105.78709927095412,"(105.78709927095412, 21.00636225)",POINT (105.7870992709541 21.00636225),0.42
218,Paris_Terrorist_Attacks,Washington D.C.,0,United States of America,Washington D.C.,no_specific_location,2015-11-13,0.031,0.131,0.923,0.398,Topic 10,"Washington, District of Columbia, United States","(38.8950368, -77.0365427, 0.0)",38.8950368,-77.0365427,"(-77.0365427, 38.8950368)",POINT (-77.0365427 38.8950368),0.367354
